"55,67,15,09,34,04,26,74,21,18",209,1
"88,12,41,76,70,67,14,78,02,44",249,1
"x720,693x,181x,x542,68x2,x226,159x,83x9,3x8x,39x2",206,0
"24,08,89,11,07,44,54,93,87,82",154,1
"0xx7,8x40,x8x4,44x7,x403,343x,x61x,xx71,x856,x803",123,0
"64,29,00,81,16,37,44,28,37,32",255,1
"37,90,99,70,59,60,69,00,18,77",26,1
"64,50,15,21,08,26,51,84,81,91",105,1
"73x7,9xx5,597x,x479,8x41,xx46,2x89,x681,50x5,279x",177,0
"746x,0x2x,xx70,7x76,3x54,70x5,x566,0x8x,3x64,x618",212,0
"07,42,82,75,73,81,91,10,72,22",297,1
"27,40,26,18,33,27,28,86,61,40",217,1
"6x11,x1x7,17x3,x736,x738,x3x4,x8x6,67xx,3xx6,x825",189,0
"91,47,11,27,07,94,59,96,47,40",20,1
"77,67,08,58,23,86,55,28,19,37",270,1
"88,69,99,65,82,69,67,62,24,04",138,1
"90,34,15,77,62,58,30,85,34,23",22,1
"66,41,87,19,80,62,47,59,98,00",13,1
"59,04,78,87,52,57,84,70,25,04",10,1
"x245,xx48,435x,62x3,x134,x968,99x0,05x4,x142,x035",243,0
"952x,35x5,x99x,5x71,07x4,2x92,76x7,609x,x847,016x",146,0
"18,72,27,10,25,23,16,98,38,77",137,1
"67,46,60,16,81,88,14,72,66,65",121,1
"509x,66x8,20x5,0x34,297x,x136,x111,x180,042x,x587",247,0
"41x8,x293,x28x,51x6,x262,177x,80x7,3x18,94x8,xx20",198,0
"93,91,75,48,02,69,37,91,26,17",214,1
"7x6x,1x88,x19x,549x,043x,x950,2x64,366x,154x,8x72",144,0
"x7x9,635x,299x,x1x4,2xx6,767x,x175,63x3,x0x8,969x",183,0
"31,95,85,22,64,63,07,65,97,30",15,1
"82,25,16,77,00,11,28,36,64,81",165,1
"98,72,92,77,39,28,57,90,39,88",105,1
"3xx3,5x86,x66x,x979,x266,755x,97x3,x15x,84x7,3x4x",203,0
"33,50,82,49,60,10,86,68,47,27",20,1
"74x8,5x08,0x89,0x60,x960,03x4,x9x7,251x,941x,52x6",17,0
"89,44,16,70,35,15,12,59,74,77",22,1
"884,407,524,561,478,757,44,743,486,510",128,1
"641,319,935,067,67,109,582,393,634,11",157,1
"705,608,860,602,003,621,823,340,291,448",28,1
"99,76,77,72,48,13,86,52,47,20",13,1
"x0x3,10x9,046x,47xx,5x4x,3x52,58x8,247x,x934,x572",197,0
"x237,x904,99x7,x382,53x7,442x,98x3,90x6,x186,250x",133,0
"023,494,606,816,456,915,453,092,394,625",152,1
"12,42,88,48,85,97,88,36,36,26",20,1
"5x03,07x9,x008,2x69,12x3,70x0,974x,76x5,522x,340x",106,0
"4x70,x779,4x29,60x6,8x17,241x,x933,7x07,x158,x520",21,0
"4x03,9x29,x18x,91xx,x861,671x,94x5,285x,499x,4x31",19,0
"1x23,54x0,x565,7x23,x267,1x29,1xx1,x879,x649,026x",15,0
"868,889,999,882,626,655,415,331,573,79",112,1
"86,18,60,13,95,35,38,01,40,26",25,1
"51,16,75,22,25,97,84,53,77,83",138,1
"55,00,01,12,34,96,32,33,54,58",240,1
"x91x,x281,167x,46x8,578x,00x8,x7x2,773x,27xx,032x",11,0
"x987,6x07,09x6,x926,29x0,9xx1,x414,268x,884x,558x",28,0
"61,42,66,92,23,51,53,14,84,97",274,1
"79,06,31,66,08,57,95,37,26,38",128,1
"918x,x870,629x,x064,70x8,5x61,712x,x323,815x,x893",13,0
"9x21,xx89,83x9,331x,787x,80x1,3xx0,7x58,77x1,192x",198,0
"72,67,73,21,44,64,11,40,81,60",134,1
"44,65,58,03,16,22,46,21,66,02",121,1
"xx94,233x,xx14,4x42,073x,926x,x34x,644x,x750,0x82",260,0
"98,71,44,92,81,43,94,57,15,70",14,1
"xx61,x693,835x,790x,16x6,x607,8x57,6x03,917x,x101",266,0
"43,12,53,67,12,00,46,16,87,18",233,1
"840x,x537,0x98,x446,x104,x914,x197,4x41,7x13,xx12",191,0
"9x43,64x7,8x75,398x,x124,874x,477x,x015,19x1,8x89",25,0
"22,02,93,53,78,00,26,75,90,65",18,1
"2x58,4x26,28x6,040x,1xx4,06xx,030x,x983,x0x2,7x92",132,0
"353x,70x0,670x,381x,171x,490x,338x,02x8,61x1,x407",174,0
"71,74,38,69,20,57,65,11,26,06",270,1
"6x24,344x,x193,1x80,644x,x29x,921x,7x00,916x,1x84",25,0
"16,87,30,65,64,01,72,71,19,42",205,1
"77,34,82,81,10,78,93,83,96,41",279,1
"76,99,11,26,33,58,03,44,77,93",23,1
"04,64,98,19,91,45,62,57,35,44",123,1
"x314,x518,x87x,65x5,x519,x693,9xx1,01xx,377x,93x4",213,0
"05,99,70,80,18,46,63,61,53,26",265,1
"82,43,16,91,11,54,28,33,50,46",25,1
"41,10,51,76,64,11,35,75,22,46",278,1
"56xx,691x,7x60,20xx,12x7,1x22,94xx,x028,x759,x023",118,0
"71,49,15,31,23,91,17,97,45,38",167,1
"998,968,575,91,389,209,489,126,40,149",261,1
"45,92,48,02,98,93,34,90,20,04",104,1
"87,28,32,34,66,50,13,78,00,37",118,1
"x331,82x5,8x4x,5x29,6xx7,x273,2x72,x788,x10x,x279",168,0
"95,40,88,82,44,40,52,48,11,40",29,1
"04,02,18,66,64,05,95,33,53,84",228,1
"939,577,629,709,535,608,667,009,875,123",292,1
"91,53,46,07,09,54,94,80,61,06",19,1
"80,85,21,90,15,59,01,20,21,79",290,1
"74,64,74,62,53,50,63,94,54,46",10,1
"2x04,x309,x088,112x,527x,809x,7x50,xx64,1x19,x118",11,0
"79,25,92,72,41,49,96,10,99,77",242,1
"594x,xx65,x99x,2x14,2x13,03x8,7x96,x460,x845,5xx6",183,0
"88,80,79,39,09,98,85,08,61,37",119,1
"95,21,89,14,81,06,98,04,19,70",127,1
"475x,xx34,85x6,x810,2x08,11x6,431x,85x1,061x,x890",167,0
"x454,x6x0,5x52,226x,555x,x729,96x9,19x3,x50x,2x71",181,0
"x462,x664,57x3,0xx9,36x1,83x3,4x28,6x73,1x10,x256",223,0
"1x54,69x7,907x,x372,493x,95x5,x554,505x,x501,95x9",288,0
"38,40,78,01,71,48,65,75,85,51",165,1
"04,73,85,39,91,25,51,46,39,98",10,1
"00,83,08,14,70,94,07,61,53,61",27,1
"47,00,91,10,29,93,73,21,00,58",28,1
"xx94,x6x4,4x25,2x30,x026,1x16,x835,7x08,701x,59x5",17,0
"65,97,77,93,66,15,33,38,24,27",29,1
"50x3,13x2,875x,1xx0,005x,xx38,x653,x171,7x16,x016",10,0
"240,668,645,680,055,908,311,859,150,238",12,1
"42,94,70,51,71,09,34,01,40,89",275,1
"34,59,35,07,42,73,64,75,85,34",148,1
"14,78,18,94,50,60,79,65,69,69",169,1
"95x5,421x,x282,x792,40x4,x96x,275x,24x8,x834,98x7",23,0
"x265,166x,6x38,91x4,72x5,3x15,3x43,799x,906x,x585",281,0
"8x67,99x8,904x,64x0,133x,x624,x57x,8x39,1x77,x513",19,0
"7x34,97x6,x706,41x0,x364,x054,2x62,782x,2x25,146x",134,0
"267x,44x0,3x6x,081x,872x,222x,9x61,9x28,x66x,x459",118,0
"31x8,2xx7,91x0,0x34,14x5,335x,5x41,85xx,764x,585x",20,0
"65,72,56,09,02,50,49,93,32,93",14,1
"9x43,x089,8x77,xx58,x442,543x,77x4,5x40,x331,1x40",266,0
"363,339,316,449,15,098,842,186,188,868",239,1
"508x,283x,2x35,0x85,275x,xx95,276x,x902,349x,794x",14,0
"05,75,20,18,27,29,08,93,01,06",26,1
"09,66,85,06,63,10,81,73,69,39",180,1
"526,413,876,529,004,821,76,351,311,989",22,1
"x277,587x,104x,51x6,701x,17x2,5x04,1x17,3x0x,5xx5",22,0
"8x97,782x,558x,66x9,x2x5,74x6,x439,x846,x409,4x69",168,0
"4x25,x271,04x7,92x0,x560,35x6,x264,x19x,8x07,x803",229,0
"67,62,06,39,54,19,86,10,82,35",293,1
"19,39,45,02,55,86,18,50,25,31",11,1
"x632,98x3,00x7,4xx8,16x6,x965,x7x5,x957,x297,71x7",133,0
"48,80,93,26,99,31,65,05,65,13",15,1
"xx97,7x20,7x18,x998,x675,x431,1x1x,892x,354x,6x84",106,0
"58,24,40,97,29,83,98,39,33,94",20,1
"468x,66x8,65x6,x841,10x9,4xx3,7x03,x017,82x6,5x24",149,0
"95,54,51,34,11,44,98,17,48,03",127,1
"63,58,96,88,30,99,14,67,01,43",138,1
"22,17,67,08,02,89,73,50,14,34",19,1
"xx92,94x4,2xx8,x830,4x36,5x17,x974,26xx,184x,380x",157,0
"806x,280x,x510,83x4,32x2,8x86,9x06,x02x,x848,x782",270,0
"186,571,507,561,117,132,209,849,834,760",10,1
"77x9,xx31,33x0,48x6,8x80,889x,08x1,x257,7x7x,x625",203,0
"25x6,x541,82x8,x981,0x6x,94xx,2x70,1x84,x213,8x98",150,0
"5x20,x9x3,2x63,497x,6x9x,5x4x,4x39,x772,57x5,1x51",175,0
"03,65,23,82,84,52,03,90,23,23",196,1
"65,14,14,01,86,23,86,44,92,26",14,1
"5x4x,4x4x,524x,x0x4,x727,x333,649x,x817,8x00,0x89",201,0
"57,43,62,93,86,40,93,94,46,03",171,1
"78,30,14,48,87,36,89,95,15,32",213,1
"225,265,950,353,799,465,034,404,736,30",224,1
"669x,x679,87x6,8x57,895x,2x63,2x23,46x8,x580,2x93",122,0
"85,23,47,94,70,52,73,73,84,61",24,1
"36,70,82,19,03,68,54,49,50,87",21,1
"9x19,218x,6x97,9x56,273x,53x2,x465,061x,x090,71x9",161,0
"24x9,x7x2,x54x,635x,018x,06x6,x193,x82x,8x7x,995x",131,0
"234x,x706,937x,x764,x386,1xx0,122x,x160,x07x,x648",29,0
"954x,x02x,568x,x001,99x5,1x75,xx63,934x,828x,x290",111,0
"7xx6,496x,39x1,69x4,7x10,808x,x986,667x,94xx,86x2",262,0
"760,437,851,598,891,408,897,312,334,104",136,1
"x916,1x55,2x90,35x0,3x10,23x2,51x3,36x6,8x6x,6x20",140,0
"13x3,4xx1,x88x,674x,063x,01x7,x105,208x,988x,5x00",26,0
"093x,8x58,x642,10x3,92x3,x964,0x07,7x61,46x9,43x6",203,0
"50,33,86,37,82,01,70,97,55,67",102,1
"7x63,3x64,9x13,93x5,1x03,4x34,xx23,57x3,x655,x789",14,0
"58,27,90,65,02,11,29,19,31,07",288,1
"8x29,x371,16x9,x8x5,8x50,31x4,239x,62x2,073x,42x0",24,0
"76,49,58,02,87,97,40,96,80,40",170,1
"03,35,17,66,70,95,49,00,21,53",22,1
"90,77,21,25,09,70,85,75,80,41",159,1
"82,97,57,06,05,45,40,83,44,37",190,1
"68,65,53,31,74,11,57,05,13,20",19,1
"68,97,90,17,91,56,17,02,84,63",121,1
"32x5,547x,23x3,x12x,646x,x095,944x,x936,087x,07x2",10,0
"48,90,01,31,75,09,06,48,39,55",168,1
"60x5,09x9,706x,625x,198x,37x9,71x4,54x9,x215,x689",172,0
"027,08,747,860,204,810,628,076,822,612",156,1
"46,86,48,70,94,58,83,38,57,43",183,1
"x819,153x,38xx,11x3,39x9,x26x,9x96,x772,xx63,5x02",265,0
"39,15,47,80,32,20,32,03,81,31",184,1
"70x4,36x5,8x2x,81x5,378x,97x5,522x,89x1,x214,83x4",183,0
"91,36,80,69,58,21,74,68,84,33",15,1
"82,93,63,46,36,27,61,56,79,55",177,1
"87x5,400x,9x85,x59x,x214,x01x,x046,302x,x1x2,x711",29,0
"919,929,988,811,025,629,210,568,163,517",10,1
"59,39,44,34,10,88,85,54,56,42",185,1
"14,54,81,46,39,51,58,25,43,45",10,1
"3x77,x804,7x48,x453,167x,582x,92x1,8x02,83x9,34x2",205,0
"x947,0x13,17x2,085x,0xx9,8x97,048x,x615,3x79,0x6x",20,0
"x987,5x39,320x,656x,80x7,93x4,91x1,x310,2x98,40x4",19,0
"91,27,96,87,36,02,07,33,71,79",249,1
"073,87,217,707,847,227,700,415,084,14",218,1
"87,05,33,01,21,86,63,40,24,38",172,1
"508,33,123,480,071,643,61,33,32,245",23,1
"x479,x231,3x50,155x,x674,4x34,7x62,x216,375x,3x91",11,0
"85,38,47,91,95,38,31,32,93,93",103,1
"9x69,xx30,x554,364x,9x09,5x63,x220,10x6,528x,x101",220,0
"856x,x468,x62x,54x0,00x3,8xx7,08x9,2x6x,91x6,479x",233,0
"75,03,96,43,46,34,16,15,72,61",171,1
"27x5,08x3,235x,343x,x045,245x,x06x,320x,121x,x073",10,0
"0x66,021x,96x1,0x01,24x6,185x,7x2x,777x,x623,3x1x",284,0
"8x87,2x27,68x0,877x,94x3,x791,x814,x010,0x47,01x9",205,0
"14,93,64,63,97,15,50,08,96,02",264,1
"68,07,92,61,16,31,12,52,60,02",17,1
"241,597,155,725,164,194,120,958,356,036",192,1
"812,709,404,177,677,824,68,194,54,240",27,1
"96,91,31,60,63,60,01,33,04,73",268,1
"52,39,96,65,78,80,25,73,42,63",18,1
"965,987,325,094,929,789,759,772,933,462",11,1
"42,39,83,79,49,78,09,86,69,65",17,1
"610,302,330,122,817,580,646,00,235,815",13,1
"96,58,67,09,15,32,62,14,77,59",272,1
"14,69,16,19,17,97,30,83,94,77",262,1
"20,45,91,85,59,05,79,11,97,72",225,1
"x228,162x,757x,57x5,x6x6,31xx,x542,5x29,83x9,06x1",13,0
"26,78,86,79,72,27,73,69,96,48",132,1
"71,98,65,71,40,17,92,71,91,76",14,1
"x770,3x13,82x3,448x,651x,91x7,4x26,63x2,9x15,8x81",131,0
"x275,x833,48x9,006x,x853,7x6x,x521,1x2x,659x,x928",176,0
"037,95,043,605,054,411,36,332,264,208",202,1
"94,25,48,49,44,22,80,60,55,51",211,1
"21,26,58,28,26,50,05,91,42,07",161,1
"73,67,77,32,67,24,20,73,99,36",254,1
"6x5x,x239,x5x3,371x,235x,x558,x7x2,8x48,558x,16x0",205,0
"x292,9x95,11x9,5x82,3x23,x937,x529,7x4x,53x0,3x03",211,0
"x882,204x,x502,3x79,164x,x7x7,85x7,1x38,71x6,xx31",13,0
"1x00,x781,x7x4,471x,15x7,537x,642x,0x57,9x64,69xx",11,0
"x55x,4x96,92x6,x6x2,x0x6,21x2,040x,x799,23x9,4x5x",24,0
"45x9,3x03,4x2x,x118,50x5,7xx7,9x58,1xx2,73x4,24x0",15,0
"86,88,70,62,84,14,36,85,33,78",184,1
"28,27,07,21,69,48,10,70,84,69",236,1
"04x9,2x41,708x,x22x,4x60,150x,546x,5x85,253x,019x",16,0
"7xx4,911x,322x,37x7,x73x,9x82,841x,49x1,979x,49x7",104,0
"81,30,10,76,38,42,66,93,99,69",156,1
"161,367,807,425,334,838,172,042,552,00",16,1
"308,608,623,042,179,868,420,250,098,035",10,1
"15,29,92,81,52,66,83,70,29,49",22,1
"97,31,00,47,19,15,10,22,71,54",23,1
"18,29,91,89,93,29,98,29,81,22",24,1
"044,021,598,064,160,981,977,630,688,098",10,1
"67x8,0x26,5x00,17x7,575x,37x3,917x,2x29,8x14,48x7",15,0
"99,10,02,60,78,11,42,37,88,75",210,1
"93,18,67,24,21,57,66,82,70,49",278,1
"25,03,82,27,79,86,42,89,70,30",205,1
"650,855,428,511,353,523,002,599,908,672",11,1
"4x75,x380,x21x,187x,x768,843x,x207,19x9,x075,x801",276,0
"31,96,64,93,39,94,93,97,96,18",125,1
"07,68,12,49,90,00,31,19,31,18",16,1
"53,14,46,15,75,06,32,58,81,27",22,1
"551x,5x37,x340,387x,178x,66x1,8x46,2x38,0x77,53xx",287,0
"135x,65x4,932x,930x,x908,x563,6x59,74x7,x173,x313",136,0
"64,54,39,25,77,84,65,27,26,49",193,1
"27,36,34,29,18,25,07,36,37,66",274,1
"62,85,67,98,30,57,49,93,58,84",218,1
"43,38,14,70,08,85,71,63,65,05",174,1
"40x3,92xx,080x,82x8,x612,615x,xx94,22x6,x133,x79x",13,0
"99x2,x19x,993x,x256,825x,x899,3x11,0x9x,2x94,102x",27,0
"68,99,33,03,78,06,77,10,92,05",114,1
"96,05,25,78,66,56,64,89,83,48",268,1
"127,467,577,699,772,630,49,578,82,071",137,1
"09,76,93,70,19,26,08,50,33,98",12,1
"48x7,x60x,002x,102x,790x,4x79,x098,5x29,152x,763x",268,0
"x620,3x91,060x,6x14,896x,52x0,40x7,2x35,x001,10x6",279,0
"47,80,62,10,18,92,93,93,87,38",231,1
"26,96,59,61,51,27,35,08,83,93",191,1
"80,34,40,13,95,47,93,58,55,63",14,1
"x208,93x5,x013,4x39,81x1,36x3,5x84,25x6,14x4,x921",243,0
"12,46,05,24,71,51,55,73,90,70",166,1
"x099,x298,49x1,74x3,x8x5,382x,x068,53xx,12x6,4x60",137,0
"01,52,80,52,38,34,11,38,23,00",273,1
"05,13,94,42,53,35,37,87,09,76",22,1
"x701,09x6,412x,6x97,x061,469x,2xx8,030x,3x04,66x8",20,0
"8x1x,2x6x,x846,x133,6x15,26x5,685x,x262,9x02,04x0",250,0
"432x,x476,x769,x06x,4x76,078x,xx59,232x,84x4,5x89",277,0
"50,01,47,40,00,87,37,44,28,09",24,1
"976,708,471,003,491,219,569,491,467,517",112,1
"170x,03x5,66x0,4x13,07x2,400x,80x2,77x5,84x7,708x",162,0
"571x,6xx7,32x2,62x4,x211,557x,x399,7x05,615x,51x0",122,0
"x42x,6x35,x495,2x67,1x90,x4x8,xx38,7x43,096x,2x69",19,0
"08x3,x278,2x81,790x,90x7,373x,02x2,9x00,0x21,379x",200,0
"59,824,535,690,566,918,972,593,682,224",203,1
"9x95,15x5,45x2,x397,312x,259x,5x44,4x88,x49x,66x8",106,0
"x866,455x,5x21,9x39,509x,834x,x090,923x,x901,91x6",151,0
"97,69,21,76,85,24,98,51,48,09",157,1
"56,15,73,48,59,47,89,48,62,10",133,1
"62,57,45,80,73,19,60,18,26,29",155,1
"12,93,79,07,22,16,30,24,42,08",25,1
"9x42,05x3,x049,5x25,0x62,80x0,8x64,369x,9x54,71x1",209,0
"73x6,57x1,555x,886x,48x5,x295,1x9x,7x55,5x7x,1xx6",15,0
"x133,3x26,49x9,875x,x97x,4x10,0x96,x055,7x8x,54xx",201,0
"040,82,787,570,763,227,277,863,595,83",23,1
"2xx9,04x9,587x,411x,527x,xx99,6x19,63x0,2x10,938x",298,0
"09,50,18,72,82,98,20,06,11,36",170,1
"8x40,58x9,54x4,x653,231x,2x15,0x75,48x2,x22x,x738",175,0
"28,81,47,93,78,51,59,94,74,30",234,1
"81x7,03x6,x052,x82x,x399,15x0,9x3x,3x14,488x,30x6",286,0
"31x5,76x9,x764,34x1,x117,x561,66x1,xx59,824x,57x5",100,0
"03,19,52,73,03,20,09,53,19,97",195,1
"0x70,4x30,x612,x032,x36x,2xx5,847x,09xx,3x07,17x7",285,0
"92,48,82,26,42,19,09,67,57,15",28,1
"768,770,483,532,216,606,690,855,258,151",184,1
"71,20,85,94,01,15,99,28,23,07",269,1
"45,88,10,90,79,31,99,95,03,78",171,1
"x262,72x0,02x2,x662,820x,x593,x121,x821,x4x3,868x",292,0
"90,28,62,91,06,37,21,12,78,41",210,1
"66,73,22,82,01,08,23,82,62,89",118,1
"49,03,40,51,40,60,39,26,56,45",274,1
"099x,66x6,49x5,5x79,05x6,58x8,37x7,x9x6,61x6,6x89",258,0
"275,591,040,965,181,79,846,086,768,734",180,1
"2x40,30x4,849x,3x78,x31x,51x3,851x,x707,5x85,x291",22,0
"11,82,60,87,10,85,34,94,00,02",266,1
"30x6,83x9,151x,10x9,x2x2,7x23,084x,927x,36x3,x653",18,0
"x916,51x5,68x2,69x3,51x5,x530,x422,0x37,12x6,1x47",194,0
"47,36,52,84,05,20,33,18,25,27",25,1
"0x69,x82x,x776,3x9x,x124,359x,x09x,x257,780x,032x",205,0
"51,93,62,51,43,09,91,18,59,39",146,1
"063,133,395,263,888,706,080,005,094,489",148,1
"976x,x105,34x8,x927,3x01,x910,5x82,90x7,37x0,7x66",255,0
"83,57,07,25,14,34,53,23,85,37",239,1
"35,29,56,69,80,06,25,40,72,08",221,1
"00,149,636,240,692,738,954,621,112,688",165,1
"71,32,42,66,03,71,07,79,24,79",154,1
"623x,06x0,2x23,x818,788x,88x8,5x09,20x8,x357,1x84",216,0
"2x06,x139,x3x5,4x01,25x0,475x,x507,x923,1x39,2x55",128,0
"3x34,x992,x5x9,8x93,4x89,0x33,84xx,417x,x863,x387",250,0
"34,39,80,31,66,01,13,31,31,37",295,1
"697,213,649,383,852,598,201,680,730,160",116,1
"80,77,00,97,73,15,77,93,18,76",150,1
"41,600,824,685,11,716,084,784,66,900",237,1
"31,16,91,61,57,64,05,51,48,19",140,1
"x229,0x16,7x67,x112,969x,05x8,x473,x6x9,x826,x268",297,0
"x746,289x,6x66,5x16,8x10,9xx7,x393,03x5,x038,0xx7",132,0
"33,86,52,78,23,13,55,00,12,40",278,1
"29x9,58x4,709x,5x84,x813,658x,89x4,0x92,0x95,27x0",15,0
"xx79,995x,361x,41x6,x034,x858,x035,5x9x,35x8,16x7",20,0
"716,351,774,520,207,366,781,719,306,610",132,1
"50,09,43,38,44,59,98,64,36,66",208,1
"07,54,72,64,55,58,17,80,55,43",21,1
"881x,17x8,x568,6x30,x99x,2x5x,038x,0x67,860x,5x12",169,0
"87,247,235,514,784,202,074,905,394,837",197,1
"x752,x275,9x65,1x62,9x66,75x8,x5x0,5x36,205x,97x1",122,0
"311x,x552,285x,1x61,x804,5x1x,85x4,1x09,12x1,x869",172,0
"456x,08x4,7x48,2x92,403x,x020,x491,x243,0x65,71x0",234,0
"208,536,953,551,297,150,701,708,53,401",27,1
"73,91,395,61,100,299,995,704,428,694",13,1
"x3x8,557x,x1x4,x316,316x,15x7,x933,64x1,6x31,4x22",146,0
"69,49,98,69,71,17,62,43,43,70",11,1
"x902,x077,x547,8x31,76x1,6x03,x819,x695,006x,84x1",13,0
"xx56,6x94,66x9,x483,x9x9,x082,1x40,x183,3x39,27x3",145,0
"70,46,77,93,44,79,73,80,20,96",292,1
"2x56,777x,x184,1x87,960x,x868,5x0x,12x4,x306,87xx",12,0
"32,86,02,27,49,23,57,91,74,90",122,1
"52,88,48,26,39,31,38,28,27,10",163,1
"57,75,84,42,13,99,84,89,17,14",21,1
"86,75,09,49,05,44,11,05,88,58",125,1
"100,704,43,496,206,763,14,477,558,230",15,1
"xx56,171x,4x89,727x,0x55,3x90,2xx2,5x15,10x8,978x",24,0
"84,79,07,81,86,22,18,01,08,02",276,1
"39,83,10,51,60,52,89,86,37,71",24,1
"90,69,27,62,64,99,18,82,49,29",129,1
"118x,367x,20x1,x035,8xx2,411x,8x8x,xx65,x505,0x23",24,0
"35,811,616,613,469,233,056,908,726,673",23,1
"89,51,40,66,21,23,26,92,50,79",242,1
"57,63,28,39,54,38,44,04,55,29",111,1
"x575,x918,37xx,xx40,535x,379x,0x34,x854,46x1,x129",140,0
"0x96,637x,23x8,5x31,438x,3x1x,0x49,3x7x,90x1,861x",210,0
"549x,4x36,x156,535x,x5x9,x416,46x0,92x1,70xx,40x1",15,0
"25,78,10,65,98,13,55,11,74,02",197,1
"72,08,20,42,73,71,20,18,78,47",175,1
"14x1,349x,629x,8x10,03xx,x86x,06x8,3x90,67x5,9x08",273,0
"00,84,43,42,78,82,08,64,05,06",105,1
"x147,015x,18x7,89x0,245x,x716,5x68,x7x9,629x,x867",212,0
"0x72,38x0,xx03,5x00,x759,6x91,x402,51x0,0x31,274x",254,0
"487x,2x02,83x7,2x85,3x17,928x,7x00,x413,7x56,84x9",15,0
"164x,52x3,897x,399x,x626,x030,4x83,x715,83x0,6x52",26,0
"64,25,59,80,92,17,28,54,92,32",100,1
"53,64,45,10,91,92,42,48,29,64",13,1
"70,54,06,39,60,98,86,52,12,67",14,1
"57,07,35,56,71,19,53,88,49,25",105,1
"7x72,80x7,9x63,69x0,088x,x661,xx22,11x3,x381,x166",296,0
"19,15,59,42,98,75,60,05,59,10",161,1
"884x,0x4x,x234,x86x,x963,3x99,94x6,12x0,x023,x471",257,0
"627x,9x98,752x,33x2,x070,64x0,x007,x647,139x,x346",140,0
"3x0x,x402,922x,3x34,281x,932x,75xx,69x2,773x,5x30",200,0
"x314,911x,23x5,666x,545x,x348,00x2,x535,07x2,3x71",26,0
"33,91,70,11,64,18,10,92,04,51",267,1
"408,366,633,004,477,713,951,944,81,035",211,1
"24x6,x777,673x,85x2,x949,84x7,39x1,464x,015x,x412",159,0
"58,23,84,85,12,71,92,60,02,41",256,1
"2x45,8x04,875x,83x9,171x,5x40,2x36,x219,486x,4x57",280,0
"237x,x377,701x,6x3x,33x8,4x78,448x,3x97,428x,69x6",284,0
"91x5,4x87,x275,x153,x729,63x6,899x,784x,x4x0,948x",179,0
"86,92,97,35,02,95,28,13,87,01",212,1
"61,12,77,61,86,44,12,72,80,88",185,1
"2x99,0x27,x942,6x58,9xx0,01x3,114x,x608,x876,xx70",20,0
"4x45,4xx2,562x,x656,x247,x353,9x42,872x,x994,72x4",157,0
"1x31,531x,3x0x,x556,x574,9x7x,932x,02x9,x893,3x03",246,0
"x646,628x,5xx1,1x20,15x9,76x1,xx25,x269,x800,67x8",26,0
"95,55,16,93,88,16,19,23,39,27",296,1
"45x5,65x2,x720,81x4,957x,x136,x409,712x,x342,7x40",28,0
"07,42,32,36,09,53,54,11,69,63",14,1
"4x33,xx10,42xx,9x36,x472,x459,55x4,0x00,0x89,298x",118,0
"21,83,69,95,53,95,37,68,18,41",24,1
"3x17,895x,x1x0,770x,x425,x911,1x38,x080,4x66,x844",266,0
"25,15,23,52,24,77,23,73,20,34",186,1
"82,115,082,264,637,528,145,225,643,582",26,1
"887,760,242,986,633,139,54,160,37,39",104,1
"85,86,42,32,98,41,17,33,24,21",15,1
"1x31,198x,x749,681x,4x2x,x243,19x6,753x,102x,x709",132,0
"382x,x135,408x,x662,2x53,5x87,0x30,83x9,1x55,x284",170,0
"18,89,48,81,18,90,64,42,95,32",157,1
"52x2,x688,8x07,434x,5x61,x054,8x2x,10x0,1x98,04x8",148,0
"65,07,89,14,53,12,97,80,87,21",12,1
"72,73,37,04,44,22,59,80,73,10",268,1
"09,13,417,031,23,067,558,058,392,309",263,1
"6x0x,5x49,245x,629x,x434,426x,34x1,x824,8x7x,1x01",13,0
"43,68,82,88,95,29,42,11,41,30",275,1
"20x9,x7x6,25xx,28x9,36x8,x2x1,79x5,78x5,x484,0x23",246,0
"66,11,96,57,28,05,77,71,75,88",217,1
"97,12,45,61,26,85,39,77,74,99",221,1
"28,44,93,10,87,33,82,21,66,46",105,1
"456x,27x8,0x60,50x1,986x,x550,x035,x814,x5x7,8x81",16,0
"x552,323x,49x3,851x,762x,87x6,x290,58xx,x042,776x",210,0
"66,60,45,03,11,56,89,82,00,51",187,1
"77,75,39,23,23,90,86,19,10,12",290,1
"79,74,97,71,84,77,13,82,73,25",21,1
"23,38,22,05,02,67,78,87,66,94",26,1
"47,51,04,78,53,92,78,07,52,40",244,1
"09,66,57,10,69,41,16,64,74,75",19,1
"39x2,xx25,x620,5x37,331x,93x6,6x14,185x,x234,x479",293,0
"812,531,92,126,816,442,794,387,089,660",188,1
"55,13,52,89,93,75,11,91,87,66",23,1
"27,87,46,79,47,28,41,91,82,39",17,1
"92,78,69,16,05,18,56,08,69,29",29,1
"19,45,54,11,37,47,74,31,40,44",273,1
"27,87,95,21,24,06,59,38,90,99",219,1
"78,33,18,13,28,52,62,17,66,54",10,1
"47,87,13,35,09,90,22,65,06,66",225,1
"7x38,0x74,x639,04x1,8x39,1x45,x320,7x03,9x74,x240",24,0
"35,26,00,55,06,82,52,98,48,29",161,1
"80,12,53,62,76,04,14,60,93,12",277,1
"64,05,09,20,22,37,98,56,46,04",13,1
"37,04,81,46,12,82,71,57,75,95",103,1
